analysis_panel,state,radius_m,method_pair,common_valid_pixels,union_pixels,jaccard,union_area_km2
national49_standardized_500m,OR,500,WUI-S/WUI-Z,283110409.000000000000,21034847,0.371502678389,18931.362300000001
national49_standardized_500m,PA,500,WUI-P/WUI-S,132533003.000000000000,59435477,0.782566244063,53491.929300000003
national49_standardized_500m,PA,500,WUI-P/WUI-Z,132533003.000000000000,63192079,0.495803469292,56872.871099999997
national49_standardized_500m,PA,500,WUI-S/WUI-Z,132533003.000000000000,67171107,0.511378128695,60453.996299999999
national49_standardized_500m,RI,500,WUI-P/WUI-S,4446043.000000000000,1903181,0.964841494319,1712.862900000000
national49_standardized_500m,RI,500,WUI-P/WUI-Z,4446043.000000000000,2114143,0.719593234706,1902.728700000000
national49_standardized_500m,RI,500,WUI-S/WUI-Z,4446043.000000000000,2110799,0.723975139272,1899.719100000000
national49_standardized_500m,SC,500,WUI-P/WUI-S,92156012.000000000000,37350204,0.616535400985,33615.183599999997
national49_standardized_500m,SC,500,WUI-P/WUI-Z,92156012.000000000000,38464955,0.437534425817,34618.459499999997
national49_standardized_500m,SC,500,WUI-S/WUI-Z,92156012.000000000000,42302915,0.505456586148,38072.623500000002
national49_standardized_500m,SD,500,WUI-P/WUI-S,221921550.000000000000,10904224,0.246154059198,9813.801600000001
national49_standardized_500m,SD,500,WUI-P/WUI-Z,221921542.000000000000,5083960,0.191045169514,4575.564000000000
national49_standardized_500m,SD,500,WUI-S/WUI-Z,221921542.000000000000,9497533,0.114929003142,8547.779699999999
national49_standardized_500m,TN,500,WUI-P/WUI-S,121238469.000000000000,41324997,0.799113040468,37192.497300000003
national49_standardized_500m,TN,500,WUI-P/WUI-Z,121238469.000000000000,46965127,0.471634815339,42268.614300000001
national49_standardized_500m,TN,500,WUI-S/WUI-Z,121238469.000000000000,47445574,0.464787779783,42701.016600000003
national49_standardized_500m,TX,500,WUI-P/WUI-S,772955584.000000000000,100965693,0.674336420392,90869.123699999996
national49_standardized_500m,TX,500,WUI-P/WUI-Z,772955584.000000000000,98795653,0.362152411706,88916.087700000004
national49_standardized_500m,TX,500,WUI-S/WUI-Z,772955584.000000000000,99069485,0.353262954784,89162.536500000002
national49_standardized_500m,UT,500,WUI-P/WUI-S,244316751.000000000000,9803584,0.588025970910,8823.225600000000
national49_standardized_500m,UT,500,WUI-P/WUI-Z,244316751.000000000000,7978726,0.424368000606,7180.853400000000
national49_standardized_500m,UT,500,WUI-S/WUI-Z,244316751.000000000000,10113001,0.336377995018,9101.700900000000
national49_standardized_500m,VA,500,WUI-P/WUI-S,123095781.000000000000,56999467,0.785637153414,51299.520299999996
national49_standardized_500m,VA,500,WUI-P/WUI-Z,123095781.000000000000,62344701,0.483026504530,56110.230900000002
national49_standardized_500m,VA,500,WUI-S/WUI-Z,123095781.000000000000,62578261,0.479588095297,56320.434900000000
national49_standardized_500m,VT,500,WUI-P/WUI-S,27670406.000000000000,12632215,0.824081762383,11368.993500000000
national49_standardized_500m,VT,500,WUI-P/WUI-Z,27670406.000000000000,14161586,0.476200335188,12745.427400000000
national49_standardized_500m,VT,500,WUI-S/WUI-Z,27670406.000000000000,14174545,0.471634045396,12757.090500000000
national49_standardized_500m,WA,500,WUI-P/WUI-S,205186365.000000000000,31011169,0.697923706133,27910.052100000001
national49_standardized_500m,WA,500,WUI-P/WUI-Z,205186365.000000000000,29181722,0.462212956453,26263.549800000001
national49_standardized_500m,WA,500,WUI-S/WUI-Z,205186365.000000000000,30575717,0.445889788946,27518.145300000000
national49_standardized_500m,WI,500,WUI-P/WUI-S,188484126.000000000000,77728805,0.490095389991,69955.924499999994
national49_standardized_500m,WI,500,WUI-P/WUI-Z,188484126.000000000000,80050241,0.194212694500,72045.216899999999
national49_standardized_500m,WI,500,WUI-S/WUI-Z,188484126.000000000000,43980438,0.283149385643,39582.394200000002
national49_standardized_500m,WV,500,WUI-P/WUI-S,69728289.000000000000,34442260,0.756332946793,30998.034000000000
national49_standardized_500m,WV,500,WUI-P/WUI-Z,69728289.000000000000,36116081,0.401022802003,32504.472900000001
national49_standardized_500m,WV,500,WUI-S/WUI-Z,69728289.000000000000,32770589,0.413815998242,29493.530100000000
national49_standardized_500m,WY,500,WUI-P/WUI-S,281473571.000000000000,13416728,0.455068180558,12075.055200000001
national49_standardized_500m,WY,500,WUI-P/WUI-Z,281473571.000000000000,9797594,0.230401770067,8817.834600000000
national49_standardized_500m,WY,500,WUI-S/WUI-Z,281473571.000000000000,10843956,0.199011043571,9759.560400000000
